"subject","predicate","object"
"https://w3id.org/winecatalogue#Arabako_Txakolina_Txakolí_de_Álava_Chacolí_de_Álava","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Txakoli_de_Álava"
"https://w3id.org/winecatalogue#Jumilla","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Jumilla_(DO)"
"https://w3id.org/winecatalogue#Ribera_del_Júcar","http://dbpedia.org/property/year","2003"
"https://w3id.org/winecatalogue#Navarra","http://www.w3.org/2003/01/geo/wgs84_pos#long","1.65056"
"https://w3id.org/winecatalogue#Tierra_del_Vino_de_Zamora","http://dbpedia.org/property/officialName","C.R.D.O. Tierra del Vino de Zamora"
"https://w3id.org/winecatalogue#Abona","https://w3id.org/winecatalogue#wineProduced","5608"
"https://w3id.org/winecatalogue#Bierzo","https://w3id.org/winecatalogue#wineProduced","40729"
"https://w3id.org/winecatalogue#Rueda","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Granada","http://dbpedia.org/property/year","2018"
"https://w3id.org/winecatalogue#Ribeira_Sacra","https://w3id.org/winecatalogue#wineries","90"
"https://w3id.org/winecatalogue#Mondéjar","https://w3id.org/winecatalogue#wineries","2"
"https://w3id.org/winecatalogue#Montilla___Moriles","https://w3id.org/winecatalogue#wineProduced","206960"
"https://w3id.org/winecatalogue#La_Mancha","https://w3id.org/winecatalogue#hasName","La Mancha DOP"
"https://w3id.org/winecatalogue#Uclés","http://dbpedia.org/property/officialName","D.O. Uclés"
"https://w3id.org/winecatalogue#Valdepeñas","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Valdepeñas_(DO)"
"https://w3id.org/winecatalogue#Méntrida","https://w3id.org/winecatalogue#wineries","26"
"https://w3id.org/winecatalogue#Toro","http://dbpedia.org/property/officialName","D.O. Toro"
"https://w3id.org/winecatalogue#Tacoronte_Acentejo","http://www.w3.org/2003/01/geo/wgs84_pos#lat","28.4797"
"https://w3id.org/winecatalogue#Granada","https://w3id.org/winecatalogue#hasName","Granada DOP"
"https://w3id.org/winecatalogue#Ycoden_Daute_Isora","http://dbpedia.org/property/year","1994"
"https://w3id.org/winecatalogue#Almansa","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Almansa_(DO)"
"https://w3id.org/winecatalogue#Getariako_Txakolina_Txakoli_de_Getaria__Chacolí_de_Getaria","http://dbpedia.org/ontology/wikiPageID","22418504"
"https://w3id.org/winecatalogue#Cariñena","https://w3id.org/winecatalogue#wineries","32"
"https://w3id.org/winecatalogue#La_Palma","http://dbpedia.org/property/officialName","D.O.P. La Palma"
"https://w3id.org/winecatalogue#Priorat","https://w3id.org/winecatalogue#wineries","109"
"https://w3id.org/winecatalogue#Cigales","https://w3id.org/winecatalogue#wineries","34"
"https://w3id.org/winecatalogue#El_Hierro","http://dbpedia.org/property/year","1995"
"https://w3id.org/winecatalogue#Ribeira_Sacra","http://www.w3.org/2003/01/geo/wgs84_pos#long","-7.51611"
"https://w3id.org/winecatalogue#Abona","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Abona_(DO)"
"https://w3id.org/winecatalogue#Pla_i_Llevant","https://w3id.org/winecatalogue#wineProduced","15189"
"https://w3id.org/winecatalogue#El_Hierro","https://w3id.org/winecatalogue#hasName","El Hierro DOP"
"https://w3id.org/winecatalogue#Costers_del_Segre","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Costers_del_Segre"
"https://w3id.org/winecatalogue#Alicante","https://w3id.org/winecatalogue#wineProduced","147206"
"https://w3id.org/winecatalogue#Arlanza","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Arlanza_(DO)"
"https://w3id.org/winecatalogue#Uclés","http://www.w3.org/2003/01/geo/wgs84_pos#lat","39.9833"
"https://w3id.org/winecatalogue#Valle_de_Güímar","http://www.w3.org/2003/01/geo/wgs84_pos#lat","28.3106"
"https://w3id.org/winecatalogue#Arabako_Txakolina_Txakolí_de_Álava_Chacolí_de_Álava","https://w3id.org/winecatalogue#wineries","6"
"https://w3id.org/winecatalogue#Alicante","http://www.w3.org/2003/01/geo/wgs84_pos#lat","38.7369"
"https://w3id.org/winecatalogue#Valencia","http://www.w3.org/2003/01/geo/wgs84_pos#lat","39.4667"
"https://w3id.org/winecatalogue#Rías_Baixas","http://dbpedia.org/property/year","1988"
"https://w3id.org/winecatalogue#Granada","http://www.w3.org/2003/01/geo/wgs84_pos#lat","37.1833"
"https://w3id.org/winecatalogue#Manchuela","http://www.w3.org/2003/01/geo/wgs84_pos#long","-1.7"
"https://w3id.org/winecatalogue#Bizkaiko_Txakolina_Txakoli_de_Bizkaia_Chacolí_de_Bizkaia","http://dbpedia.org/property/year","1994"
"https://w3id.org/winecatalogue#Calatayud","https://w3id.org/winecatalogue#wineries","15"
"https://w3id.org/winecatalogue#Navarra","https://w3id.org/winecatalogue#wineries","87"
"https://w3id.org/winecatalogue#Alella","http://dbpedia.org/ontology/wikiPageID","11665256"
"https://w3id.org/winecatalogue#Toro","https://w3id.org/winecatalogue#wineries","63"
"https://w3id.org/winecatalogue#Málaga","https://w3id.org/winecatalogue#wineries","40"
"https://w3id.org/winecatalogue#Tacoronte_Acentejo","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Tacoronte-Acentejo"
"https://w3id.org/winecatalogue#Campo_de_Borja","http://www.w3.org/2003/01/geo/wgs84_pos#lat","41.8167"
"https://w3id.org/winecatalogue#Bierzo","http://dbpedia.org/property/year","1989"
"https://w3id.org/winecatalogue#Valle_de_Güímar","http://www.w3.org/2003/01/geo/wgs84_pos#long","-16.4131"
"https://w3id.org/winecatalogue#Bullas","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Bullas_(DO)"
"https://w3id.org/winecatalogue#Campo_de_Borja","https://w3id.org/winecatalogue#wineProduced","248509"
"https://w3id.org/winecatalogue#Rueda","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Rueda_(DO)"
"https://w3id.org/winecatalogue#Empordà","http://dbpedia.org/property/officialName","D.O.P. Empordà"
"https://w3id.org/winecatalogue#Utiel___Requena","https://w3id.org/winecatalogue#wineProduced","327842"
"https://w3id.org/winecatalogue#Jumilla","http://dbpedia.org/ontology/wikiPageID","11664391"
"https://w3id.org/winecatalogue#Navarra","http://www.w3.org/2003/01/geo/wgs84_pos#lat","42.4811"
"https://w3id.org/winecatalogue#Bullas","https://w3id.org/winecatalogue#wineries","10"
"https://w3id.org/winecatalogue#Empordà","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Empordà_(DO)"
"https://w3id.org/winecatalogue#Alella","http://dbpedia.org/property/officialName","Denominació d'Origen Alella"
"https://w3id.org/winecatalogue#Condado_de_Huelva","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Condado_de_Huelva"
"https://w3id.org/winecatalogue#Montilla___Moriles","https://w3id.org/winecatalogue#wineries","41"
"https://w3id.org/winecatalogue#La_Gomera","https://w3id.org/winecatalogue#wineries","17"
"https://w3id.org/winecatalogue#Uclés","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Uclés_(DO)"
"https://w3id.org/winecatalogue#Priorat","https://w3id.org/winecatalogue#hasName","Priorat DOQ"
"https://w3id.org/winecatalogue#Ycoden_Daute_Isora","http://www.w3.org/2003/01/geo/wgs84_pos#lat","28.3744"
"https://w3id.org/winecatalogue#Cigales","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Cigales_(wine)"
"https://w3id.org/winecatalogue#Arribes","https://w3id.org/winecatalogue#wineProduced","697"
"https://w3id.org/winecatalogue#Campo_de_Borja","http://dbpedia.org/ontology/wikiPageID","11271347"
"https://w3id.org/winecatalogue#Catalunya","http://www.w3.org/2003/01/geo/wgs84_pos#lat","41.8167"
"https://w3id.org/winecatalogue#Manchuela","https://w3id.org/winecatalogue#wineProduced","52003"
"https://w3id.org/winecatalogue#Mondéjar","https://w3id.org/winecatalogue#wineProduced","1519"
"https://w3id.org/winecatalogue#Valdepeñas","http://www.w3.org/2003/01/geo/wgs84_pos#long","-3.4"
"https://w3id.org/winecatalogue#Tarragona","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Tarragona_(DO)"
"https://w3id.org/winecatalogue#Ribeiro","https://w3id.org/winecatalogue#hasName","Ribeiro DOP"
"https://w3id.org/winecatalogue#Abona","https://w3id.org/winecatalogue#wineries","19"
"https://w3id.org/winecatalogue#Campo_de_Borja","https://w3id.org/winecatalogue#wineries","18"
"https://w3id.org/winecatalogue#Montsant","https://w3id.org/winecatalogue#wineries","55"
"https://w3id.org/winecatalogue#Empordà","http://dbpedia.org/ontology/wikiPageID","11648282"
"https://w3id.org/winecatalogue#Catalunya","http://dbpedia.org/ontology/wikiPageID","11710601"
"https://w3id.org/winecatalogue#Valle_de_Güímar","http://dbpedia.org/property/officialName","D.O.P. Valle de Güímar"
"https://w3id.org/winecatalogue#Vinos_de_Madrid","http://www.w3.org/2003/01/geo/wgs84_pos#long","-4.01361"
"https://w3id.org/winecatalogue#Sierras_de_Málaga","https://w3id.org/winecatalogue#wineries","40"
"https://w3id.org/winecatalogue#Valencia","https://w3id.org/winecatalogue#wineProduced","327842"
"https://w3id.org/winecatalogue#Somontano","https://w3id.org/winecatalogue#wineProduced","184449"
"https://w3id.org/winecatalogue#Granada","https://w3id.org/winecatalogue#wineries","17"
"https://w3id.org/winecatalogue#Abona","http://dbpedia.org/property/officialName","D.O.P. Abona"
"https://w3id.org/winecatalogue#Manzanilla_Sanlúcar_de_Barrameda","http://www.w3.org/2003/01/geo/wgs84_pos#lat","36.7736"
"https://w3id.org/winecatalogue#Sierras_de_Málaga","http://www.w3.org/2003/01/geo/wgs84_pos#long","-4.42"
"https://w3id.org/winecatalogue#Bierzo","http://dbpedia.org/ontology/wikiPageID","11270623"
"https://w3id.org/winecatalogue#La_Gomera","http://dbpedia.org/property/officialName","D.O.P. La Gomera"
"https://w3id.org/winecatalogue#Montsant","http://www.w3.org/2003/01/geo/wgs84_pos#long","0.821389"
"https://w3id.org/winecatalogue#Málaga","http://www.w3.org/2003/01/geo/wgs84_pos#long","-4.42"
"https://w3id.org/winecatalogue#Bierzo","https://w3id.org/winecatalogue#hasName","Bierzo DOP"
"https://w3id.org/winecatalogue#Valle_de_la_Orotava","http://www.w3.org/2003/01/geo/wgs84_pos#long","-16.5253"
"https://w3id.org/winecatalogue#Catalunya","https://w3id.org/winecatalogue#wineProduced","379736"
"https://w3id.org/winecatalogue#Almansa","https://w3id.org/winecatalogue#hasName","Almansa DOP"
"https://w3id.org/winecatalogue#La_Mancha","http://www.w3.org/2003/01/geo/wgs84_pos#lat","39.4056"
"https://w3id.org/winecatalogue#Manchuela","http://dbpedia.org/ontology/wikiPageID","11465733"
"https://w3id.org/winecatalogue#La_Palma","https://w3id.org/winecatalogue#hasName","La Palma DOP"
"https://w3id.org/winecatalogue#Almansa","http://dbpedia.org/property/officialName","D.O.P. Almansa"
"https://w3id.org/winecatalogue#La_Mancha","http://dbpedia.org/ontology/wikiPageID","11409727"
"https://w3id.org/winecatalogue#Calatayud","http://www.w3.org/2003/01/geo/wgs84_pos#long","-0.883333"
"https://w3id.org/winecatalogue#Ribeiro","https://w3id.org/winecatalogue#wineries","40"
"https://w3id.org/winecatalogue#La_Gomera","https://w3id.org/winecatalogue#hasName","La Gomera DOP"
"https://w3id.org/winecatalogue#Pla_i_Llevant","https://w3id.org/winecatalogue#hasName","Pla i Llevant DOP"
"https://w3id.org/winecatalogue#Pla_de_Bages","http://dbpedia.org/ontology/wikiPageID","11784976"
"https://w3id.org/winecatalogue#Conca_de_Barberà","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Conca_de_Barberà_(DO)"
"https://w3id.org/winecatalogue#Tierra_del_Vino_de_Zamora","https://w3id.org/winecatalogue#hasName","Tierra del Vino de Zamora DOP"
"https://w3id.org/winecatalogue#Mondéjar","http://www.w3.org/2003/01/geo/wgs84_pos#lat","40.3239"
"https://w3id.org/winecatalogue#La_Palma","https://w3id.org/winecatalogue#wineries","17"
"https://w3id.org/winecatalogue#Getariako_Txakolina_Txakoli_de_Getaria__Chacolí_de_Getaria","http://dbpedia.org/property/officialName","D.O.P. Getariako Txakolina-Txakoli de Getaria. Chacolí de Getaria"
"https://w3id.org/winecatalogue#Arlanza","http://dbpedia.org/property/officialName","D.O.P. Arlanza"
"https://w3id.org/winecatalogue#Somontano","http://dbpedia.org/property/officialName","D.O.P Somontano"
"https://w3id.org/winecatalogue#Getariako_Txakolina_Txakoli_de_Getaria__Chacolí_de_Getaria","https://w3id.org/winecatalogue#wineProduced","15143"
"https://w3id.org/winecatalogue#Priorat","http://www.w3.org/2003/01/geo/wgs84_pos#long","0.816667"
"https://w3id.org/winecatalogue#Somontano","https://w3id.org/winecatalogue#wineries","31"
"https://w3id.org/winecatalogue#Rueda","http://dbpedia.org/property/year","1980"
"https://w3id.org/winecatalogue#Cariñena","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Cariñena_(DO)"
"https://w3id.org/winecatalogue#Catalunya","https://w3id.org/winecatalogue#hasName","Catalunya DOP"
"https://w3id.org/winecatalogue#Ribeira_Sacra","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Ribeira_Sacra_(DO)"
"https://w3id.org/winecatalogue#Lanzarote","https://w3id.org/winecatalogue#wineries","19"
"https://w3id.org/winecatalogue#El_Hierro","http://dbpedia.org/ontology/wikiPageID","22490571"
"https://w3id.org/winecatalogue#Vinos_de_Madrid","https://w3id.org/winecatalogue#wineProduced","28487"
"https://w3id.org/winecatalogue#Jumilla","http://dbpedia.org/property/officialName","D.O.P. Jumilla"
"https://w3id.org/winecatalogue#Ribeiro","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Ribeiro_(DO)"
"https://w3id.org/winecatalogue#Utiel___Requena","http://www.w3.org/2003/01/geo/wgs84_pos#long","-1.18103"
"https://w3id.org/winecatalogue#Ribera_del_Júcar","https://w3id.org/winecatalogue#hasName","Ribera del Júcar DOP"
"https://w3id.org/winecatalogue#Ribera_del_Júcar","https://w3id.org/winecatalogue#wineries","9"
"https://w3id.org/winecatalogue#Tacoronte_Acentejo","https://w3id.org/winecatalogue#wineProduced","6501"
"https://w3id.org/winecatalogue#Utiel___Requena","https://w3id.org/winecatalogue#hasName","Utiel - Requena DOP"
"https://w3id.org/winecatalogue#Costers_del_Segre","https://w3id.org/winecatalogue#wineProduced","29803"
"https://w3id.org/winecatalogue#Terra_Alta","http://dbpedia.org/property/officialName","D.O.P. Terra Alta"
"https://w3id.org/winecatalogue#Cariñena","https://w3id.org/winecatalogue#hasName","Cariñena DOP"
"https://w3id.org/winecatalogue#Costers_del_Segre","https://w3id.org/winecatalogue#wineries","36"
"https://w3id.org/winecatalogue#La_Palma","https://w3id.org/winecatalogue#wineProduced","2981"
"https://w3id.org/winecatalogue#Tierra_del_Vino_de_Zamora","https://w3id.org/winecatalogue#wineries","9"
"https://w3id.org/winecatalogue#Jumilla","http://dbpedia.org/property/year","1966"
"https://w3id.org/winecatalogue#Costers_del_Segre","http://www.w3.org/2003/01/geo/wgs84_pos#long","0.573056"
"https://w3id.org/winecatalogue#Ribera_del_Guadiana","https://w3id.org/winecatalogue#wineries","26"
"https://w3id.org/winecatalogue#Vinos_de_Madrid","https://w3id.org/winecatalogue#hasName","Vinos de Madrid DOP"
"https://w3id.org/winecatalogue#Manchuela","https://w3id.org/winecatalogue#wineries","37"
"https://w3id.org/winecatalogue#Empordà","https://w3id.org/winecatalogue#wineProduced","35965"
"https://w3id.org/winecatalogue#Arribes","http://www.w3.org/2003/01/geo/wgs84_pos#long","-6.38333"
"https://w3id.org/winecatalogue#Navarra","https://w3id.org/winecatalogue#hasName","Navarra DOP"
"https://w3id.org/winecatalogue#Navarra","http://dbpedia.org/ontology/wikiPageID","12083040"
"https://w3id.org/winecatalogue#Cariñena","http://dbpedia.org/ontology/wikiPageID","11356137"
"https://w3id.org/winecatalogue#Arabako_Txakolina_Txakolí_de_Álava_Chacolí_de_Álava","http://dbpedia.org/property/officialName","D.O.P. Arabako Txakolina-Txakolí de Álava-Chacolí de Álava"
"https://w3id.org/winecatalogue#Alicante","http://www.w3.org/2003/01/geo/wgs84_pos#long","-0.274656"
"https://w3id.org/winecatalogue#Lanzarote","http://www.w3.org/2003/01/geo/wgs84_pos#long","-13.6453"
"https://w3id.org/winecatalogue#Jumilla","https://w3id.org/winecatalogue#hasName","Jumilla DOP"
"https://w3id.org/winecatalogue#Ribeiro","http://www.w3.org/2003/01/geo/wgs84_pos#lat","42.2833"
"https://w3id.org/winecatalogue#Manchuela","http://www.w3.org/2003/01/geo/wgs84_pos#lat","39.3667"
"https://w3id.org/winecatalogue#Jumilla","http://www.w3.org/2003/01/geo/wgs84_pos#lat","38.7833"
"https://w3id.org/winecatalogue#Uclés","https://w3id.org/winecatalogue#wineProduced","32564"
"https://w3id.org/winecatalogue#Ribeira_Sacra","https://w3id.org/winecatalogue#wineProduced","35787"
"https://w3id.org/winecatalogue#Granada","https://w3id.org/winecatalogue#wineProduced","4289"
"https://w3id.org/winecatalogue#Cigales","https://w3id.org/winecatalogue#wineProduced","38358"
"https://w3id.org/winecatalogue#Ycoden_Daute_Isora","http://dbpedia.org/ontology/wikiPageID","22436937"
"https://w3id.org/winecatalogue#Ribeiro","https://w3id.org/winecatalogue#wineProduced","35787"
"https://w3id.org/winecatalogue#Utiel___Requena","https://w3id.org/winecatalogue#wineries","59"
"https://w3id.org/winecatalogue#El_Hierro","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/El_Hierro_(DO)"
"https://w3id.org/winecatalogue#Méntrida","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Méntrida_DO"
"https://w3id.org/winecatalogue#Cigales","http://www.w3.org/2003/01/geo/wgs84_pos#long","-4.7"
"https://w3id.org/winecatalogue#Vinos_de_Madrid","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Vinos_de_Madrid"
"https://w3id.org/winecatalogue#La_Mancha","http://dbpedia.org/property/officialName","D.O.P. La Mancha"
"https://w3id.org/winecatalogue#Sierras_de_Málaga","https://w3id.org/winecatalogue#wineProduced","11602"
"https://w3id.org/winecatalogue#Valle_de_Güímar","http://dbpedia.org/ontology/wikiPageID","22420064"
"https://w3id.org/winecatalogue#Montsant","http://www.w3.org/2003/01/geo/wgs84_pos#lat","41.1469"
"https://w3id.org/winecatalogue#El_Hierro","http://dbpedia.org/property/officialName","D.O.P. El Hierro"
"https://w3id.org/winecatalogue#Lanzarote","https://w3id.org/winecatalogue#wineProduced","4330"
"https://w3id.org/winecatalogue#Penedès","https://w3id.org/winecatalogue#hasName","Penedès DOP"
"https://w3id.org/winecatalogue#Ribera_del_Júcar","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Ribera_del_Júcar"
"https://w3id.org/winecatalogue#Ribera_del_Guadiana","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Ribera_del_Guadiana"
"https://w3id.org/winecatalogue#Ycoden_Daute_Isora","http://www.w3.org/2003/01/geo/wgs84_pos#long","-16.6556"
"https://w3id.org/winecatalogue#Almansa","http://www.w3.org/2003/01/geo/wgs84_pos#long","-1.08333"
"https://w3id.org/winecatalogue#Málaga","https://w3id.org/winecatalogue#wineProduced","11602"
"https://w3id.org/winecatalogue#Bizkaiko_Txakolina_Txakoli_de_Bizkaia_Chacolí_de_Bizkaia","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Bizkaiko_Txakolina"
"https://w3id.org/winecatalogue#Almansa","https://w3id.org/winecatalogue#wineries","12"
"https://w3id.org/winecatalogue#Alella","https://w3id.org/winecatalogue#wineries","8"
"https://w3id.org/winecatalogue#Condado_de_Huelva","http://www.w3.org/2003/01/geo/wgs84_pos#lat","42.4811"
"https://w3id.org/winecatalogue#Penedès","http://dbpedia.org/ontology/wikiPageID","25717917"
"https://w3id.org/winecatalogue#Valencia","http://www.w3.org/2003/01/geo/wgs84_pos#long","-0.375"
"https://w3id.org/winecatalogue#Toro","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Toro_(DO)"
"https://w3id.org/winecatalogue#Valle_de_la_Orotava","https://w3id.org/winecatalogue#wineries","14"
"https://w3id.org/winecatalogue#Utiel___Requena","http://dbpedia.org/ontology/wikiPageID","11898031"
"https://w3id.org/winecatalogue#La_Mancha","https://w3id.org/winecatalogue#wineries","247"
"https://w3id.org/winecatalogue#Condado_de_Huelva","https://w3id.org/winecatalogue#hasName","Condado de Huelva DOP"
"https://w3id.org/winecatalogue#Mondéjar","http://www.w3.org/2003/01/geo/wgs84_pos#long","-3.10833"
"https://w3id.org/winecatalogue#Condado_de_Huelva","http://dbpedia.org/property/officialName","D.O.P. Condado de Huelva"
"https://w3id.org/winecatalogue#La_Mancha","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/La_Mancha_(DO)"
"https://w3id.org/winecatalogue#Conca_de_Barberà","https://w3id.org/winecatalogue#hasName","Conca de Barberà DOP"
"https://w3id.org/winecatalogue#Jumilla","http://www.w3.org/2003/01/geo/wgs84_pos#long","-1.31667"
"https://w3id.org/winecatalogue#Valdepeñas","https://w3id.org/winecatalogue#wineries","17"
"https://w3id.org/winecatalogue#Mondéjar","http://dbpedia.org/ontology/wikiPageID","11627144"
"https://w3id.org/winecatalogue#Empordà","https://w3id.org/winecatalogue#hasName","Empordà DOP"
"https://w3id.org/winecatalogue#Terra_Alta","http://dbpedia.org/ontology/wikiPageID","11831910"
"https://w3id.org/winecatalogue#Valle_de_Güímar","https://w3id.org/winecatalogue#wineries","12"
"https://w3id.org/winecatalogue#Ribera_del_Júcar","http://www.w3.org/2003/01/geo/wgs84_pos#lat","39.3667"
"https://w3id.org/winecatalogue#Terra_Alta","https://w3id.org/winecatalogue#wineProduced","55586"
"https://w3id.org/winecatalogue#Valdepeñas","https://w3id.org/winecatalogue#hasName","Valdepeñas DOP"
"https://w3id.org/winecatalogue#Getariako_Txakolina_Txakoli_de_Getaria__Chacolí_de_Getaria","https://w3id.org/winecatalogue#wineries","31"
"https://w3id.org/winecatalogue#Utiel___Requena","http://www.w3.org/2003/01/geo/wgs84_pos#lat","39.5062"
"https://w3id.org/winecatalogue#Arlanza","https://w3id.org/winecatalogue#wineries","23"
"https://w3id.org/winecatalogue#Toro","https://w3id.org/winecatalogue#hasName","Toro DOP"
"https://w3id.org/winecatalogue#Navarra","https://w3id.org/winecatalogue#wineProduced","511437"
"https://w3id.org/winecatalogue#Penedès","http://www.w3.org/2003/01/geo/wgs84_pos#long","1.74957"
"https://w3id.org/winecatalogue#Pla_de_Bages","https://w3id.org/winecatalogue#hasName","Pla de Bages DOP"
"https://w3id.org/winecatalogue#Rueda","https://w3id.org/winecatalogue#hasName","Rueda DOP"
"https://w3id.org/winecatalogue#Tarragona","http://dbpedia.org/property/officialName","D.O.P. Tarragona"
"https://w3id.org/winecatalogue#Terra_Alta","https://w3id.org/winecatalogue#wineries","62"
"https://w3id.org/winecatalogue#Tacoronte_Acentejo","https://w3id.org/winecatalogue#wineries","31"
"https://w3id.org/winecatalogue#Tarragona","https://w3id.org/winecatalogue#wineProduced","13200"
"https://w3id.org/winecatalogue#Ribeira_Sacra","http://dbpedia.org/ontology/wikiPageID","12068829"
"https://w3id.org/winecatalogue#Valle_de_la_Orotava","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Valle_de_la_Orotava"
"https://w3id.org/winecatalogue#Campo_de_Borja","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Campo_de_Borja_(DO)"
"https://w3id.org/winecatalogue#Catalunya","https://w3id.org/winecatalogue#wineries","226"
"https://w3id.org/winecatalogue#Valencia","https://w3id.org/winecatalogue#wineries","106"
"https://w3id.org/winecatalogue#Arribes","https://w3id.org/winecatalogue#wineries","17"
"https://w3id.org/winecatalogue#Somontano","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Somontano"
"https://w3id.org/winecatalogue#Uclés","http://dbpedia.org/ontology/wikiPageID","22454730"
"https://w3id.org/winecatalogue#Lanzarote","http://www.w3.org/2003/01/geo/wgs84_pos#lat","29.0017"
"https://w3id.org/winecatalogue#Málaga","http://dbpedia.org/property/officialName","D.O.P. Málaga"
"https://w3id.org/winecatalogue#Sierras_de_Málaga","http://www.w3.org/2003/01/geo/wgs84_pos#lat","36.7194"
"https://w3id.org/winecatalogue#Granada","http://dbpedia.org/property/officialName","D.O.P. Granada"
"https://w3id.org/winecatalogue#Somontano","https://w3id.org/winecatalogue#hasName","Somontano DOP"
"https://w3id.org/winecatalogue#Calatayud","http://www.w3.org/2003/01/geo/wgs84_pos#lat","41.65"
"https://w3id.org/winecatalogue#Campo_de_Borja","http://www.w3.org/2003/01/geo/wgs84_pos#long","-1.53333"
"https://w3id.org/winecatalogue#Pla_i_Llevant","https://w3id.org/winecatalogue#wineries","13"
"https://w3id.org/winecatalogue#Bizkaiko_Txakolina_Txakoli_de_Bizkaia_Chacolí_de_Bizkaia","https://w3id.org/winecatalogue#hasName","Bizkaiko Txakolina-Txakoli de Bizkaia-Chacolí de Bizkaia DOP"
"https://w3id.org/winecatalogue#Alicante","https://w3id.org/winecatalogue#wineries","39"
"https://w3id.org/winecatalogue#Rueda","http://dbpedia.org/ontology/wikiPageID","11713545"
"https://w3id.org/winecatalogue#Ribera_del_Guadiana","http://dbpedia.org/ontology/wikiPageID","11989429"
"https://w3id.org/winecatalogue#Alicante","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Málaga","http://www.w3.org/2003/01/geo/wgs84_pos#lat","36.7194"
"https://w3id.org/winecatalogue#Conca_de_Barberà","https://w3id.org/winecatalogue#wineries","26"
"https://w3id.org/winecatalogue#Valle_de_Güímar","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Valle_de_Güímar"
"https://w3id.org/winecatalogue#Manzanilla_Sanlúcar_de_Barrameda","https://w3id.org/winecatalogue#wineries","12"
"https://w3id.org/winecatalogue#Vinos_de_Madrid","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Vinos_de_Madrid","https://w3id.org/winecatalogue#wineries","44"
"https://w3id.org/winecatalogue#Condado_de_Huelva","https://w3id.org/winecatalogue#wineries","21"
"https://w3id.org/winecatalogue#Tacoronte_Acentejo","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#La_Palma","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/La_Palma_(DO)"
"https://w3id.org/winecatalogue#Bierzo","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Bierzo_(DO)"
"https://w3id.org/winecatalogue#Pla_de_Bages","https://w3id.org/winecatalogue#wineries","16"
"https://w3id.org/winecatalogue#Arribes","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Uclés","https://w3id.org/winecatalogue#wineries","5"
"https://w3id.org/winecatalogue#Ribeira_Sacra","https://w3id.org/winecatalogue#hasName","Ribeira Sacra DOP"
"https://w3id.org/winecatalogue#Tarragona","https://w3id.org/winecatalogue#hasName","Tarragona DOP"
"https://w3id.org/winecatalogue#Cigales","http://dbpedia.org/ontology/wikiPageID","11342070"
"https://w3id.org/winecatalogue#Cariñena","https://w3id.org/winecatalogue#wineProduced","642055"
"https://w3id.org/winecatalogue#Jumilla","https://w3id.org/winecatalogue#wineProduced","102637"
"https://w3id.org/winecatalogue#Empordà","https://w3id.org/winecatalogue#wineries","43"
